Log file open, 12/01/22 19:21:39
[2022.12.01-18.32.29:252][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/8/7J/SR7LB9FIW4UIES7B2XHPNB
[2022.12.01-18.32.29:253][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/SR7LB9FIW4UIES7B2XHPNBB314B18B49BF32289611CB90FF7F0379.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/8/7J/SR7LB9FIW4UIES7B2XHPNB.uasset'
[2022.12.01-18.32.29:255][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/A/BV/BW4UJ7VSTYET7KO9PI3BY1
[2022.12.01-18.32.29:255][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/BW4UJ7VSTYET7KO9PI3BY19AD69AC9449CE78C13A617BADF97B981.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/A/BV/BW4UJ7VSTYET7KO9PI3BY1.uasset'
[2022.12.01-18.32.29:257][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/4/92/DETAKWGRPOTLJSR6XAF6RF
[2022.12.01-18.32.29:257][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/DETAKWGRPOTLJSR6XAF6RF724FFFF04E0E8B3BCD0BEFB3909EC802.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/4/92/DETAKWGRPOTLJSR6XAF6RF.uasset'
[2022.12.01-18.32.29:260][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/8/CW/M0Z6FRAFGVRWZBZPISB0VI
[2022.12.01-18.32.29:260][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/M0Z6FRAFGVRWZBZPISB0VIF54872B143D94435E700A1822DF792EE.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/8/CW/M0Z6FRAFGVRWZBZPISB0VI.uasset'
[2022.12.01-18.32.29:261][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/7/88/0Z8JN1CW7WKE1792SN8SQC
[2022.12.01-18.32.29:262][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/0Z8JN1CW7WKE1792SN8SQC395F092A42DBC6E71B7F42805CE8FE1F.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/7/88/0Z8JN1CW7WKE1792SN8SQC.uasset'
[2022.12.01-18.32.29:264][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/3/1J/IA1YCE64HYNS6NFTNFSORP
[2022.12.01-18.32.29:264][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/IA1YCE64HYNS6NFTNFSORP6C328FF74EECC1C17CC48FA252910050.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/3/1J/IA1YCE64HYNS6NFTNFSORP.uasset'
[2022.12.01-18.32.29:266][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/E/M7/S0U1IG80XAWIK3LS62CH3B
[2022.12.01-18.32.29:266][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/S0U1IG80XAWIK3LS62CH3B33744AEA4CE228A4A0E4F48161CACB17.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/E/M7/S0U1IG80XAWIK3LS62CH3B.uasset'
[2022.12.01-18.32.29:269][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/9/WC/0IAMOY43D4ZAQ905SB58S3
[2022.12.01-18.32.29:269][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/0IAMOY43D4ZAQ905SB58S32971CF73406CFC40EB147995E09F8E5A.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/9/WC/0IAMOY43D4ZAQ905SB58S3.uasset'
[2022.12.01-18.32.29:271][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/9/XD/D84VPVF502HGQND98FH28F
[2022.12.01-18.32.29:271][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/D84VPVF502HGQND98FH28FB79FBA454D01ADA0F453AF9E2F1FD825.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/9/XD/D84VPVF502HGQND98FH28F.uasset'
[2022.12.01-18.32.29:273][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/E/EJ/CJRIRF16NOJ8GVLOQ99X6V
[2022.12.01-18.32.29:273][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/CJRIRF16NOJ8GVLOQ99X6V6393E165491D478F75DF0DAC49D51B9A.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/E/EJ/CJRIRF16NOJ8GVLOQ99X6V.uasset'
[2022.12.01-18.32.29:275][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/3/WJ/ABA4KXEPUT2NOV6BCRPVSC
[2022.12.01-18.32.29:275][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/ABA4KXEPUT2NOV6BCRPVSC6E16EA794AF244332362F6809E968974.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/3/WJ/ABA4KXEPUT2NOV6BCRPVSC.uasset'
[2022.12.01-18.32.29:277][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/1/W6/KY52HUHS7FBHVGYFOXXSPH
[2022.12.01-18.32.29:277][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/KY52HUHS7FBHVGYFOXXSPH9B0E43F74D54379664697F88ADFFF5D2.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/1/W6/KY52HUHS7FBHVGYFOXXSPH.uasset'
[2022.12.01-18.32.29:279][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/3/75/VBEY98PY7MNZNXT35BRZ2O
[2022.12.01-18.32.29:279][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/VBEY98PY7MNZNXT35BRZ2O44F2E0854495FF4454B487BA4B8F85EE.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/3/75/VBEY98PY7MNZNXT35BRZ2O.uasset'
[2022.12.01-18.32.29:281][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/7/8G/KVQP9SMOH53DJMATB1W0QP
[2022.12.01-18.32.29:281][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/KVQP9SMOH53DJMATB1W0QP97CBCF7C41596AA9C42788A2A1A7D867.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/7/8G/KVQP9SMOH53DJMATB1W0QP.uasset'
[2022.12.01-18.32.29:283][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/D/BI/8RMTK0ZIEVB1A7GHOQJSLC
[2022.12.01-18.32.29:283][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/8RMTK0ZIEVB1A7GHOQJSLC82F1D6FF4E8866871F7CFDB868AC86DC.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/D/BI/8RMTK0ZIEVB1A7GHOQJSLC.uasset'
[2022.12.01-18.32.29:285][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/5/QI/PNQX8GHDYRNC2SGPIGN4VK
[2022.12.01-18.32.29:285][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/PNQX8GHDYRNC2SGPIGN4VK3F77F4FA46EA85B3B2EA189ABB2AE90C.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/5/QI/PNQX8GHDYRNC2SGPIGN4VK.uasset'
[2022.12.01-18.32.29:287][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/6/PL/S8KSV1ZNJZG26TIAVP0OX0
[2022.12.01-18.32.29:287][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/S8KSV1ZNJZG26TIAVP0OX0AB35BB3141275EED9611EBA9F4268EE7.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/6/PL/S8KSV1ZNJZG26TIAVP0OX0.uasset'
[2022.12.01-18.32.29:289][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/9/2H/BUYPKXYJY921V8CIY04XIB
[2022.12.01-18.32.29:290][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/BUYPKXYJY921V8CIY04XIBAC99D7974004A30675173299F4260533.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/9/2H/BUYPKXYJY921V8CIY04XIB.uasset'
[2022.12.01-18.32.29:329][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/8/81/W321D7PC23UVHRDYPY0E0V
[2022.12.01-18.32.29:329][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/W321D7PC23UVHRDYPY0E0V1597AC5C4AD78AC5A9A97395476CA5E8.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/8/81/W321D7PC23UVHRDYPY0E0V.uasset'
[2022.12.01-18.32.29:331][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/1/ZV/Z33WEEQRGHXOCNQCY9CHH9
[2022.12.01-18.32.29:331][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/Z33WEEQRGHXOCNQCY9CHH92F6F2EB14974154B0960188BE6E57EB6.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/1/ZV/Z33WEEQRGHXOCNQCY9CHH9.uasset'
[2022.12.01-18.32.29:333][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/C/FZ/LIJZ9XNHM75FBLE4EIEW1I
[2022.12.01-18.32.29:333][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/LIJZ9XNHM75FBLE4EIEW1IA0B608E1431AF0CB3FBD6697F575D757.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/C/FZ/LIJZ9XNHM75FBLE4EIEW1I.uasset'
[2022.12.01-18.32.29:335][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/C/A4/4040XKXDRKI5VSUC6IUB4C
[2022.12.01-18.32.29:335][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/4040XKXDRKI5VSUC6IUB4C67BEDFFE40BD62DDFD7D60BBE23D2D75.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/C/A4/4040XKXDRKI5VSUC6IUB4C.uasset'
[2022.12.01-18.32.29:337][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/5/Q3/4HVGXYSX4ZTYG11BEUHAED
[2022.12.01-18.32.29:337][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/4HVGXYSX4ZTYG11BEUHAEDDE96581A44B4523F3A5CA3BCEE33E57D.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/5/Q3/4HVGXYSX4ZTYG11BEUHAED.uasset'
[2022.12.01-18.32.29:339][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/5/VV/03FU8A0RCHF6OR9YDEQSSO
[2022.12.01-18.32.29:339][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/03FU8A0RCHF6OR9YDEQSSO02750E74461E4996101D55B6C32314B9.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/5/VV/03FU8A0RCHF6OR9YDEQSSO.uasset'
[2022.12.01-18.32.29:341][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/7/RZ/TUR4LFRHXKA4C276F6FFA3
[2022.12.01-18.32.29:341][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/TUR4LFRHXKA4C276F6FFA330A5FE6A44BBDDAF040CD6B9DC8FF7C4.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/7/RZ/TUR4LFRHXKA4C276F6FFA3.uasset'
[2022.12.01-18.32.29:342][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/5/Q0/8PJA33ADEU1VM3U1CQ85GM
[2022.12.01-18.32.29:343][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/8PJA33ADEU1VM3U1CQ85GM814C16DA457D5A2F27CACC9E53D19823.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/5/Q0/8PJA33ADEU1VM3U1CQ85GM.uasset'
[2022.12.01-18.32.29:345][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/3/AV/8C18U5ON2LXFYH24K8T2UQ
[2022.12.01-18.32.29:345][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/8C18U5ON2LXFYH24K8T2UQ12649CCE4ECAEFEFFE150AA0074B11C3.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/3/AV/8C18U5ON2LXFYH24K8T2UQ.uasset'
[2022.12.01-18.32.29:347][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/5/0L/83R4PYGURGCX8FS1WQ1QHN
[2022.12.01-18.32.29:347][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/83R4PYGURGCX8FS1WQ1QHN11A591F64F738557994420A559A20343.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/5/0L/83R4PYGURGCX8FS1WQ1QHN.uasset'
[2022.12.01-18.32.29:349][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/1/GZ/XHXWVG66DTZW9XHYJGJ95V
[2022.12.01-18.32.29:349][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/XHXWVG66DTZW9XHYJGJ95V98868E3D419D75504DF4CA969542CA72.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/1/GZ/XHXWVG66DTZW9XHYJGJ95V.uasset'
[2022.12.01-18.32.29:351][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/2/11/2Z5BDH1SFQKU5GDRB7C6VF
[2022.12.01-18.32.29:351][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/2Z5BDH1SFQKU5GDRB7C6VF8664E90E4CC2FE014CA7C39F1A0FA64B.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/2/11/2Z5BDH1SFQKU5GDRB7C6VF.uasset'
[2022.12.01-18.32.29:353][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/C/8C/DMOOO91CCKDB57F1XQ2QED
[2022.12.01-18.32.29:353][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/DMOOO91CCKDB57F1XQ2QED0DD274454A0B09901AE4A1856F219870.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/C/8C/DMOOO91CCKDB57F1XQ2QED.uasset'
[2022.12.01-18.32.29:355][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/3/X6/4I220HT0LA9LBA5K56Q060
[2022.12.01-18.32.29:355][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/4I220HT0LA9LBA5K56Q06013052BFB450093825D73359510648290.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/3/X6/4I220HT0LA9LBA5K56Q060.uasset'
[2022.12.01-18.32.29:357][873]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/Scenes/Piotr/3/D4/CNTEDHNMEXA8M4DJIU877V
[2022.12.01-18.32.29:357][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/CNTEDHNMEXA8M4DJIU877V6CAEFD3444D6A77115A46DAC3CD43ED5.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalActors__/Scenes/Piotr/3/D4/CNTEDHNMEXA8M4DJIU877V.uasset'
[2022.12.01-18.32.29:359][873]LogSavePackage: Moving output files for package: /Game/__ExternalObjects__/Scenes/Piotr/0/M5/RWIBGF9LF450J1ZTM6FIN1
[2022.12.01-18.32.29:359][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/RWIBGF9LF450J1ZTM6FIN1A1D201FE463DA25B7C4B73BF455B883C.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalObjects__/Scenes/Piotr/0/M5/RWIBGF9LF450J1ZTM6FIN1.uasset'
[2022.12.01-18.32.29:361][873]LogSavePackage: Moving output files for package: /Game/__ExternalObjects__/Scenes/Piotr/9/FN/LA9UW2C7YX9PP9XJE2L7SV
[2022.12.01-18.32.29:361][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/LA9UW2C7YX9PP9XJE2L7SV84B162DA45983E3C99CD33BB38EF13CE.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalObjects__/Scenes/Piotr/9/FN/LA9UW2C7YX9PP9XJE2L7SV.uasset'
[2022.12.01-18.32.29:363][873]LogSavePackage: Moving output files for package: /Game/__ExternalObjects__/Scenes/Piotr/0/H8/ELA5X50VW2GI2EHCWNJMLS
[2022.12.01-18.32.29:363][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/ELA5X50VW2GI2EHCWNJMLS2ED7581B4E6827F63C596FBB752EE0AD.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalObjects__/Scenes/Piotr/0/H8/ELA5X50VW2GI2EHCWNJMLS.uasset'
[2022.12.01-18.32.29:365][873]LogSavePackage: Moving output files for package: /Game/__ExternalObjects__/Scenes/Piotr/7/OK/YMH0HWV8IOJ5E5I446R96F
[2022.12.01-18.32.29:365][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/YMH0HWV8IOJ5E5I446R96F04630CA3447085361ADE1C90D02B3B64.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalObjects__/Scenes/Piotr/7/OK/YMH0HWV8IOJ5E5I446R96F.uasset'
[2022.12.01-18.32.29:366][873]LogSavePackage: Moving output files for package: /Game/__ExternalObjects__/Scenes/Piotr/5/5O/N5H434HXSVQ2O69ATTEF44
[2022.12.01-18.32.29:366][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/N5H434HXSVQ2O69ATTEF446625D6074A47A196F5223C90AAA38273.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalObjects__/Scenes/Piotr/5/5O/N5H434HXSVQ2O69ATTEF44.uasset'
[2022.12.01-18.32.29:368][873]LogSavePackage: Moving output files for package: /Game/__ExternalObjects__/Scenes/Piotr/6/Y9/AZUUV7KEHL0Q1ISJ4XSY5B
[2022.12.01-18.32.29:368][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/AZUUV7KEHL0Q1ISJ4XSY5B922494CF4CFEDB4582D3F8B953D2FA01.tmp' to 'D:/PBGameJam/MyProject/Content/__ExternalObjects__/Scenes/Piotr/6/Y9/AZUUV7KEHL0Q1ISJ4XSY5B.uasset'
[2022.12.01-18.32.29:371][873]LogFileHelpers: InternalPromptForCheckoutAndSave took 248 ms (total: 630 ms)
[2022.12.01-18.32.29:372][873]Message dialog closed, result: Ok, title: Unable to Check Out From Source Control!, text: The following assets could not be successfully checked out from source control:
/Game/__ExternalActors__/Scenes/Piotr/7/H6/7DFA5VYNF7Z26OFQB3MV4A
/Game/__ExternalActors__/Scenes/Piotr/5/XR/78AQF1PPZEG54YRJ2YN61G
/Game/__ExternalActors__/Scenes/Piotr/3/BT/WWFZ00TJ24OBJQ75TOXGW9
/Game/__ExternalActors__/Scenes/Piotr/5/WC/0B0XR7EYEXSBME235UFZOP
/Game/__ExternalActors__/Scenes/Piotr/5/UD/WFKVMCTGBDPN9QMCQQ9JGX
/Game/__ExternalActors__/Scenes/Piotr/0/4X/9KWQPQ6O4GW15MHR3VVW4W
/Game/__ExternalActors__/Scenes/Piotr/3/KZ/25ZM2FAAT78QUZQMM868NU
/Game/__ExternalActors__/Scenes/Piotr/8/7J/SR7LB9FIW4UIES7B2XHPNB
/Game/__ExternalActors__/Scenes/Piotr/A/BV/BW4UJ7VSTYET7KO9PI3BY1
/Game/__ExternalActors__/Scenes/Piotr/4/92/DETAKWGRPOTLJSR6XAF6RF
/Game/__ExternalActors__/Scenes/Piotr/8/CW/M0Z6FRAFGVRWZBZPISB0VI
/Game/__ExternalActors__/Scenes/Piotr/7/88/0Z8JN1CW7WKE1792SN8SQC
/Game/__ExternalActors__/Scenes/Piotr/3/1J/IA1YCE64HYNS6NFTNFSORP
/Game/__ExternalActors__/Scenes/Piotr/E/M7/S0U1IG80XAWIK3LS62CH3B
/Game/__ExternalActors__/Scenes/Piotr/9/WC/0IAMOY43D4ZAQ905SB58S3
/Game/__ExternalActors__/Scenes/Piotr/9/XD/D84VPVF502HGQND98FH28F
/Game/__ExternalActors__/Scenes/Piotr/E/EJ/CJRIRF16NOJ8GVLOQ99X6V
/Game/__ExternalActors__/Scenes/Piotr/3/WJ/ABA4KXEPUT2NOV6BCRPVSC
/Game/__ExternalActors__/Scenes/Piotr/1/W6/KY52HUHS7FBHVGYFOXXSPH
/Game/__ExternalActors__/Scenes/Piotr/3/75/VBEY98PY7MNZNXT35BRZ2O
/Game/__ExternalActors__/Scenes/Piotr/7/8G/KVQP9SMOH53DJMATB1W0QP
/Game/__ExternalActors__/Scenes/Piotr/D/BI/8RMTK0ZIEVB1A7GHOQJSLC
/Game/__ExternalActors__/Scenes/Piotr/5/QI/PNQX8GHDYRNC2SGPIGN4VK
/Game/__ExternalActors__/Scenes/Piotr/6/PL/S8KSV1ZNJZG26TIAVP0OX0
/Game/__ExternalActors__/Scenes/Piotr/9/2H/BUYPKXYJY921V8CIY04XIB
/Game/__ExternalActors__/Scenes/Piotr/8/81/W321D7PC23UVHRDYPY0E0V
/Game/__ExternalActors__/Scenes/Piotr/1/ZV/Z33WEEQRGHXOCNQCY9CHH9
/Game/__ExternalActors__/Scenes/Piotr/C/FZ/LIJZ9XNHM75FBLE4EIEW1I
/Game/__ExternalActors__/Scenes/Piotr/C/A4/4040XKXDRKI5VSUC6IUB4C
/Game/__ExternalActors__/Scenes/Piotr/5/Q3/4HVGXYSX4ZTYG11BEUHAED
/Game/__ExternalActors__/Scenes/Piotr/5/VV/03FU8A0RCHF6OR9YDEQSSO
/Game/__ExternalActors__/Scenes/Piotr/7/RZ/TUR4LFRHXKA4C276F6FFA3
/Game/__ExternalActors__/Scenes/Piotr/5/Q0/8PJA33ADEU1VM3U1CQ85GM
/Game/__ExternalActors__/Scenes/Piotr/3/AV/8C18U5ON2LXFYH24K8T2UQ
/Game/__ExternalActors__/Scenes/Piotr/5/0L/83R4PYGURGCX8FS1WQ1QHN
/Game/__ExternalActors__/Scenes/Piotr/1/GZ/XHXWVG66DTZW9XHYJGJ95V
/Game/__ExternalActors__/Scenes/Piotr/2/11/2Z5BDH1SFQKU5GDRB7C6VF
/Game/__ExternalActors__/Scenes/Piotr/C/8C/DMOOO91CCKDB57F1XQ2QED
/Game/__ExternalActors__/Scenes/Piotr/3/X6/4I220HT0LA9LBA5K56Q060
/Game/__ExternalActors__/Scenes/Piotr/3/D4/CNTEDHNMEXA8M4DJIU877V
/Game/__ExternalObjects__/Scenes/Piotr/0/M5/RWIBGF9LF450J1ZTM6FIN1
/Game/__ExternalObjects__/Scenes/Piotr/9/FN/LA9UW2C7YX9PP9XJE2L7SV
/Game/__ExternalObjects__/Scenes/Piotr/0/H8/ELA5X50VW2GI2EHCWNJMLS
/Game/__ExternalObjects__/Scenes/Piotr/7/OK/YMH0HWV8IOJ5E5I446R96F
/Game/__ExternalObjects__/Scenes/Piotr/5/5O/N5H434HXSVQ2O69ATTEF44
/Game/__ExternalObjects__/Scenes/Piotr/6/Y9/AZUUV7KEHL0Q1ISJ4XSY5B
[2022.12.01-18.32.29:372][873]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Scenes/Piotr" FILE="D:/PBGameJam/MyProject/Content/Scenes/Piotr.umap" SILENT=true AUTOSAVING=false KEEPDIRTY=false
[2022.12.01-18.32.29:382][873]LogUObjectHash: Compacting FUObjectHashTables data took   0.60ms
[2022.12.01-18.32.29:390][873]LogSavePackage: Moving output files for package: /Game/Scenes/Piotr
[2022.12.01-18.32.29:390][873]LogSavePackage: Moving 'D:/PBGameJam/MyProject/Saved/Piotr73FA803C4C2C46EA6273DDBFFB7A4964.tmp' to 'D:/PBGameJam/MyProject/Content/Scenes/Piotr.umap'
[2022.12.01-18.32.29:406][873]LogFileHelpers: Saving map 'Piotr' took 0.294
[2022.12.01-18.32.29:414][873]LogFileHelpers: InternalPromptForCheckoutAndSave took 425 ms (total: 1.05 sec)
[2022.12.01-18.32.29:425][873]LogUObjectHash: Compacting FUObjectHashTables data took   0.31ms
[2022.12.01-18.32.29:432][873]LogUObjectHash: Compacting FUObjectHashTables data took   0.51ms
[2022.12.01-18.32.29:439][873]LogUObjectHash: Compacting FUObjectHashTables data took   0.30ms
[2022.12.01-18.32.29:444][873]AssetCheck: New page: Asset Save: multiple assets
[2022.12.01-18.32.29:444][873]LogContentValidation: Display: Validating /Script/Engine.ActorFolder /Game/Scenes/Piotr.Piotr:PersistentLevel.ActorFolder_UID_D075E5BA-49330D3E-C2503D81-A7CF88D1
[2022.12.01-18.32.29:444][873]LogContentValidation: Display: Validating /Script/Engine.ActorFolder /Game/Scenes/Piotr.Piotr:PersistentLevel.ActorFolder_UID_7B7009C3-45D3D6DD-94D3429E-1D79C034
[2022.12.01-18.32.29:444][873]LogContentValidation: Display: Validating /Script/Engine.ActorFolder /Game/Scenes/Piotr.Piotr:PersistentLevel.ActorFolder_UID_7D23E5AE-4C2A421F-86AF6986-D87E6D05
[2022.12.01-18.32.29:444][873]LogContentValidation: Display: Validating /Script/Engine.ActorFolder /Game/Scenes/Piotr.Piotr:PersistentLevel.ActorFolder_UID_C73F09FC-4215536B-1DCE2A9E-0A830C70
[2022.12.01-18.32.29:444][873]LogContentValidation: Display: Validating /Script/Engine.ActorFolder /Game/Scenes/Piotr.Piotr:PersistentLevel.ActorFolder_UID_EBA23F82-48252949-750E4391-1A3A1CDD
[2022.12.01-18.32.29:444][873]LogContentValidation: Display: Validating /Script/Engine.ActorFolder /Game/Scenes/Piotr.Piotr:PersistentLevel.ActorFolder_UID_963EC3EB-4002CCE9-759E2EBA-541A873A
[2022.12.01-18.32.29:444][873]LogContentValidation: Display: Validating /Script/Engine.WorldPartitionMiniMap /Game/Scenes/Piotr.Piotr:PersistentLevel.WorldPartitionMiniMap_0
[2022.12.01-18.32.29:444][873]LogContentValidation: Display: Validating /Script/Engine.StaticMeshActor /Game/Scenes/Piotr.Piotr:PersistentLevel.StaticMeshActor_2
[2022.12.01-18.32.29:444][873]LogContentValidation: Display: Validating /Script/Engine.PlayerStart /Game/Scenes/Piotr.Piotr:PersistentLevel.PlayerStart_0
[2022.12.01-18.32.29:444][873]LogContentValidation: Display: Validating /Script/Engine.StaticMeshActor /Game/Scenes/Piotr.Piotr:PersistentLevel.StaticMeshActor_7
